IDorder,IDuser,IDbike
718119,574886,593107
908646,154520,185324
735907,786349,359223
578574,410218,509604
624565,445638,840134
262880,770131,247379
839098,271384,815432
536316,753489,349855
999729,623590,758758
666956,386300,632445
543328,835960,441781
563590,713086,576194
251497,743089,786421
588104,770380,621846
534975,316390,115816
400761,176505,332100
547929,316052,904805
844940,836404,266626
450981,364147,530410
211879,961988,424612
730777,410078,928092
528433,182009,685801
527559,726904,983179
778998,667594,908911
103748,655633,928694
139453,776401,467727
594090,295345,714519
799296,961988,733159
997735,715868,880349
190752,877470,401471
972493,288358,439344
633982,570111,143039
962570,866847,736635
891784,317115,450961
704865,674508,710143
601083,105981,686315
436986,493393,469955
203203,272110,979169
432791,205411,666710
157283,841238,414013
719720,771377,991494
454830,644824,971990
426355,712075,366958
254607,734842,586774
247746,157485,444370
464542,579684,213849
988760,501383,458818
832495,194928,462649
457203,454185,331946
429713,572319,430210
684955,881773,544408
333327,176505,884621
488098,854932,875222
668370,313739,600408
776617,585562,803836
512307,595031,162521
371461,496814,637016
996735,774023,884427
387016,658883,369660
745875,546446,254353
988920,642147,181136
868652,650683,575905
557832,818494,166044
900433,694734,934057
447218,324325,663066
511220,511814,301373
677631,464044,398440
853923,742788,737338
426844,546646,862982
677624,839844,848260
421675,476679,183685
414834,609412,931368
543283,677359,983333
752988,117271,312775
309483,419001,811877
380449,410218,848174
250669,527937,121606
800990,909507,193939
629046,982444,695785
722774,655523,838475
118044,351268,678723
323585,463930,281102
742076,632156,151923
480969,239275,185582
899155,554508,748355
407743,890561,740728
328166,532587,691896
215947,348938,203766
929972,611601,376621
476251,162700,219543
308865,182596,101072
823243,811021,326867
139678,771377,713804
572469,467765,526411
164848,682145,551895
271228,606499,525722
330278,562209,556747
229117,872660,930841
819778,694871,651944
191985,829649,926390
451366,649598,804016
364936,426727,366284
940388,546446,319297
817685,836404,519381
418209,592551,344479
329696,484173,226602
990097,585847,247379
372715,585847,944941
155665,737252,477423
308582,483205,944115
926192,796591,954982
278966,244734,866669
611676,808680,454799
993360,749510,129125
415259,530227,993969
830394,290246,146826
767557,777710,804579
530646,193897,343886
755817,750571,798490
703970,506159,838475
813818,737990,652455
478674,223534,482803
401433,204512,763391
615367,599671,294108
383744,365814,359969
602807,432434,990315
557181,724195,767147
194322,250991,604881
781491,809586,251721
827954,536776,438648
944694,609412,264631
256866,352619,740643
982837,464044,632582
839894,692809,876834
363659,932663,170066
103982,125875,324770
373019,327781,113935
130957,901601,216239
885849,317115,145440
595960,744647,788750
607381,286298,735665
431549,174460,238418
339292,901635,894215
574269,796591,818324
933557,730797,289813
848460,444757,901780
716580,642407,463019
713091,229378,513218
172457,369810,476498
845064,690819,805477
311995,439428,204273
835151,405037,930280
879311,233796,685389
853135,896352,169247
693092,216244,159697
752347,749510,394995
917026,493393,674597
203572,987502,879118
282489,174493,112308
754320,112559,695607
845738,256045,416202
355655,151536,285556
563459,286298,148251
275513,733759,378334
528525,599671,829643
178979,262654,968354
112670,501081,608176
633150,615522,148345
559756,560342,729572
461751,846370,699097
540152,959205,331261
365284,960822,330013
694136,104914,794230
629681,409492,500359
863063,253567,854955
690083,388625,443466
952921,797728,633548
685636,486746,385160
731607,103494,164910
749102,742040,940466
794007,562209,135543
682798,513160,821612
674414,369503,207375
874224,722707,355946
310401,358106,238610
204453,839957,343331
845499,666633,992225
165329,898532,734044
286625,915773,663642
350743,147336,151157
612235,718914,521402
100812,973696,160690
295038,520295,161620
755221,693653,454591
348377,443827,186241
412795,175865,108930
223833,793171,963694
217143,872660,580911
385903,907254,124164
247290,965358,609408
652424,706192,885202
824118,525746,118387
679627,651310,442734
418692,973696,671552
910493,533412,369327
250354,821574,145213
862880,237008,775165
205196,649598,596783
758487,242041,899725
601504,749748,612317
813436,882386,455353
511099,896384,342444
714600,349277,758406
656259,977284,947225
302461,398136,564014
665257,960035,404569
995527,304043,990312
950721,365814,121099
888890,396368,278263
817007,913533,432056
689672,478972,180640
344002,157485,153824
818956,216244,607450
249565,691293,228740
632997,447224,597878
187875,313739,806856
875067,750166,265645
515218,943306,644428
500979,333344,486751
934235,691293,430037
621479,141493,443949
276577,866853,508341
405029,160801,623825
980565,439428,124164
999460,320789,213285
530440,468353,917339
829073,793171,918978
971381,359835,269191
110468,773008,499891
817251,449659,342852
369514,738473,673525
712157,918684,745621
278028,822043,174357
360866,455860,923551
636533,590016,283847
481872,669953,691687
726966,366391,793110
782755,899232,529706
143567,933575,403944
680425,959205,719717
492887,444041,947324
124143,700349,966254
608762,688374,880740
105619,780014,302081
924405,918684,990315
997666,351500,467325
698376,242041,346073
357931,526239,732936
156932,122677,687840
969886,673897,659097
455797,932708,259184
417668,880484,455581
577928,529747,207375
955662,190028,593107
635906,348714,512923
166519,847270,378334
197911,776735,901010
341621,349277,865548
369691,821200,999051
394386,438051,524395
753980,942701,539915
965521,271384,620877
275410,110492,495471
972103,180596,281102
738532,101458,589504
410147,420062,885265
681748,141837,682014
843947,446587,123436
711867,560860,509435
992749,954920,811518
993057,484741,224212
527368,277275,855602
840244,824019,660698
841180,199319,465373
360496,523799,487006
692041,223470,583994
540399,155722,183685
414050,525746,217445
261867,988635,976543
170071,883858,783531
625302,655633,166766
279476,947069,889165
119558,985847,143353
273565,225097,366937
959038,335275,408184
793242,238199,400384
386959,388625,701344
853270,796162,590114
974506,546203,293344
107179,465620,438995
546642,787950,657773
977885,780361,400894
398421,603627,683114
113832,209322,210726
687441,742788,551572
424025,700292,855179
421331,327781,917339
605426,160801,396472
305284,901031,400492
637279,344032,266941
584405,888413,319529
481888,505122,354168
994453,666870,124948
307494,590389,773563
863243,692809,911377
956202,755153,342914
140776,849618,885327
723508,284322,225382
659342,338697,169709
302269,878095,777257
386881,934956,119330
304536,881773,756970
332139,852054,760855
912006,870498,586000
412588,886469,134560
994931,257621,417915
930634,800877,783858
830160,637140,874124
846391,195703,625512
379994,801777,448271
762303,438565,885327
774463,336396,595669
486506,590146,356939
222516,288358,361550
215645,659896,615985
403316,599671,741425
522957,666633,911636
299921,943007,535633
479642,961988,247986
153329,162700,221677
109629,122677,826423
696526,287781,561526
665436,122854,781673
303117,101458,398440
132425,178229,177661
829342,854960,523432
773480,511778,745621
594551,175431,374390
106719,253813,422444
464442,376488,968673
242968,536776,803199
228128,836404,623403
638557,558855,303936
753039,140207,143776
574219,877514,469895
826482,497523,222804
550424,891126,430210
367597,648365,839123
328123,779094,480704
544793,637346,998661
844733,789989,121506
254804,907340,729942
108371,976557,134312
600958,909507,872651
408612,422651,632582
522928,751111,496717
325601,692809,504515
189601,812224,588941
809538,108128,622313
399614,909507,828514
865055,880517,157731
228729,111851,694816
195975,276981,493699
638992,394807,737397
855577,258034,643789
780255,686219,516640
169689,648268,483258
509929,854960,885234
503775,807891,959112
555541,645455,938590
828061,742788,153661
458057,561354,442734
391145,160801,886489
988359,835987,876895
619425,160789,996020
194594,126551,986716
305161,289659,899725
989878,865142,219897
878615,216920,758853
458203,988067,458335
788324,428595,587426
775029,890561,580942
873203,316052,128951
631762,495255,191960
829953,948525,762335
561853,836251,421043
260059,232174,351851
485632,725526,826975
392067,634760,672672
340079,481546,996552
306266,674580,121606
682983,217998,111288
924137,136563,246501
345078,879741,122209
426489,797518,554276
460360,417289,612260
592655,817187,525722
262250,374095,730031
458751,785115,388767
691749,141362,925006
522395,181931,408184
481732,762989,454696
215974,189764,632088
726905,780361,504758
245206,652622,808716
131026,861430,561479
177860,105981,721459
749887,397489,977278
997355,913532,305391
764865,742788,509607
657673,485613,687890
736719,737252,984703
479270,277275,976566
331321,636115,627966
625560,114117,637016
965151,176505,803985
625445,139448,427733
141376,249644,418417
945373,829233,170656
257169,376033,376100
544949,596125,103180
722165,112729,603831
474623,892617,683027
438026,986871,276298
326820,704715,747111
884120,997071,148293
393661,349374,644458
867993,329384,441781
143712,440830,461123
990887,917721,707992
564950,959292,384459
387722,870498,423491
405629,318773,857580
401783,154140,422220
197347,871896,457310
199526,602478,143024
518646,657840,791952
686585,526892,619778
248502,826493,885234
146516,324953,271951
121442,649598,408977
196242,190195,553084
188630,230982,898768
455167,924774,276032
976784,488895,713300
541437,173711,681208
682896,466775,974487
277795,742040,846934
224739,370382,809341
108111,694763,482987
711042,345142,534265
276567,956863,793126
275236,670483,284965
196093,322001,816950
963364,186915,517975
614007,794394,450440
826125,785912,465493
266415,834404,739823
538620,274787,580864
329554,888413,319733
233372,563528,574342
669284,180851,731263
861484,817142,637408
608206,130166,567773
628527,296090,354826
343402,786543,574627
652864,479773,147815
937458,175724,439344
301269,166462,199665
698343,512099,106310
399762,408807,244188
294900,896384,678399
522516,219680,128721
900785,162089,910427
348719,358106,408977
643943,817142,648723
616303,563254,831548
430270,642742,632445
163202,397516,150932
211722,818494,985999
263788,350369,156142
843808,770119,198657
303621,512099,642229
292116,457530,705297
477527,415096,435677
929572,720426,504679
121485,277275,445468
441477,854932,279744
321357,629187,307833
104906,908124,174263
428345,188905,218094
314939,556097,111079
451500,121456,504758
366588,536139,637789
781945,250414,416230
972977,475323,948096
727785,914969,980160
873840,553405,155942
198983,223534,585122
503073,741247,763501
159348,822043,277336
951794,617821,880349
986610,719575,255242
233998,422651,249341
846402,432434,351818
206387,771255,504679
215246,799826,702358
593374,621034,842261
902741,396050,556599
859961,996822,345548
684511,195438,167740
450335,294646,193939
113791,163405,136437
604066,280251,583615
149090,114117,835671
840987,218732,783338
670489,405037,183948
951397,783851,122181
955031,866885,685801
307074,186915,565591
984249,345142,194838
713847,193897,768667
957155,800877,155206
314564,623590,336305
314544,374528,700298
345407,621061,442734
307967,222118,539874
383417,657840,769372
988700,675840,625815
303198,531124,668868
176874,145456,228723
295965,486508,301834
172733,945229,514948
262153,908591,318451
671596,887363,136894
913208,991112,170804
714745,669727,541885
206078,829233,643522
562330,734625,534691
603981,222574,623825
949155,550026,217445
513644,493393,985648
931914,154655,927372
439892,212019,477504
892876,903454,923029
202689,956863,716197
704203,116755,671551
440054,991112,753789
516264,449915,781871
979953,746070,115739
761377,183710,455712
179674,667594,616496
789578,898265,377954
910738,921477,331542
761043,722707,211593
109938,988067,887393
349626,918684,765273
877728,178229,240497
244821,522598,979857
864817,829894,809341
426372,978531,879191
676172,325806,263839
173413,175724,113319
847102,920041,285822
532729,258639,129721
409581,990915,930007
638968,779687,149354
634077,190028,652955
901787,778400,735784
736420,540153,281102
960902,487549,334530
682487,223470,203183
803775,634437,840134
385372,915931,855602
815462,708985,618746
717593,786543,786732
515078,709224,196251
274267,111077,703844
998182,405037,432056
338217,344032,155747
525348,428595,582477
473263,515094,673205
667912,705005,554526
864002,455860,683008
270586,907254,822264
706511,585562,204273
927171,188905,900043
584207,605734,821270
